"","badbad"
"4088","d cry"
"4089","Freezing cold"
"4090","sweats cold"
"4091","Really struggling"
"4092","REALLY miss"
"4093","kinda hurt"
"4094","silly mistakes"
"4095"," silly"
"4096","Its sad"
"4097","puppy sick"
"4098"," died"
"4099","Holy fuck"
"4100","writing hate"
"4101","Throat infection"
"4102","soooooo boring"
"4103","things worse"
"4104","feels funny"
"4105","wing broken"
"4106","phones dying"
"4107","necklace broke"
"4108","Cant shake"
"4109","flu outbreak"
"4110","feared dead"
"4111","inso sucks"
"4112","surgery emergency"
"4113","hearts broken"
"4114","sitting idle"
"4115","peas frozen"
"4116","Flights delayed"
"4117","folks sorry"
"4118"," depression"
"4119","tu hurts"
"4120","til delayed"
"4121"," bad"
"4122","taking hate"
"4123","golf balls"
"4124","look fat"
"4125","aint funny"
"4126","Failed miserably"
"4127","god forsaken"
"4128","eyes swollen"
"4129","co slowly"
"4130","andy poor"
"4131","days worst"
"4132","stop worrying"
"4133","slept wrong"
"4134","flu stupid"
"4135","Still upset"
"4136"," died"
"4137","MAJOR headache"
"4138","Very bad"
"4139","gets stuck"
"4140","wen hate"
"4141","page error"
"4142","How rude"
"4143","ass headache"
"4144","bck cum"
"4145","sooooo sorry"
"4146","outside noises"
"4147","brain cancer"
"4148","leg syndrome"
"4149","phones broken"
"4150","hip hurts"
"4151","Being dragged"
"4152","al broke"
"4153","quite depressed"
"4154","Awww poor"
"4155","sea sick"
"4156","140 limit"
"4157","soooooo cold"
"4158","sunday hate"
"4159","ears deaf"
"4160","Watching cry"
"4161","Trying desperately"
"4162","gallbladder attack"
"4163","biggest crush"
"4164","pitching wedge"
"4165","real pain"
"4166","access denied"
"4167","button wrong"
"4168","It hurt"
"4169","Bit disappointed"
"4170","hard damn"
"4171","officially died"
"4172","piercing hurts"
"4173","science stupid"
"4174","nearly fell"
"4175","expensive damn"
"4176","co broke"
"4177","app crashes"
"4178"," killing"
"4179","sto bad"
"4180","acting strange"
"4181","Sooo bored"
"4182","i jealous"
"4183","everything lose"
"4184","U miss"
"4185","thunderstor severe"
"4186","That poor"
"4187","skin pale"
"4188","wana cry"
"4189","keep messing"
"4190"," hate"
"4191","Dodgers lose"
"4192","ga bs"
"4193","Its freezing"
"4194","silly mistake"
"4195"," silly"
"4196","revising hate"
"4197","letter rejection"
"4198","expectations unrealistic"
"4199","co slow"
"4200","y miss"
"4201","She hates"
"4202","physically drained"
"4203","whts wrong"
"4204","ass hurts"
"4205","evil evil"
"4206","soooo hurt"
"4207","ve wasted"
"4208","evil evil"
"4209","decision wrong"
"4210","fan bad"
"4211","Body aches"
"4212","keeps messing"
"4213","weather sucky"
"4214","tweeting miss"
"4215","heart broke"
"4216","sob sob"
"4217","reality harsh"
"4218","A sad"
"4219","character limits"
"4220","until fall"
"4221","Back hurts"
"4222","Death toll"
"4223","us tricked"
"4224","trips guilt"
"4225","sore killer"
"4226","lives lost"
"4227","jealous insanely"
"4228","sod poor"
"4229","totally miss"
"4230","insanely jealous"
"4231","kitchen hells"
"4232","stor bad"
"4233","eye evil"
"4234","pretty grim"
"4235","so wrong"
"4236","wo loose"
"4237","white noise"
"4238","killer sore"
"4239","Lions lost"
"4240","eating regret"
"4241","tu hates"
"4242","officially broken"
"4243","sucky sucky"
"4244","flu symptoms"
"4245","Phones dead"
"4246","pursuit trivial"
"4247","nuggets lost"
"4248","slow ridiculously"
"4249","thats depressing"
"4250","Already misses"
"4251","electrical failure"
"4252","perfor issues"
"4253","ridiculously slow"
"4254","rather boring"
"4255"," disturbing"
"4256","ho stupid"
"4257","Feels weird"
"4258","weather crummy"
"4259","Cant fall"
"4260","sucky sucky"
"4261","power failure"
"4262","tree fell"
"4263","sleeping problems"
"4264"," died"
"4265","asleep fell"
"4266","Slightly disappointed"
"4267","officially lost"
"4268","lazy damn"
"4269","nozzle douche"
"4270","viewing trouble"
"4271","friend imaginary"
"4272","half lost"
"4273","b bothered"
"4274","connection sucks"
"4275","literally falling"
"4276","hungry damn"
"4277","dont die"
"4278","shoes ugly"
"4279"," hate"
"4280","slight exaggeration"
"4281","Chest infection"
"4282","pain chronic"
"4283","flat broke"
"4284"," sour"
"4285","eyeballs hurt"
"4286","chronic pain"
"4287"," confess"
"4288","absolutely terrible"
"4289","yall missed"
"4290","gig depression"
"4291","hot scorching"
"4292","brain damaged"
"4293","Thats sad"
"4294","Fawcett dies"
"4295","looks terrible"
"4296","$ lost"
"4297","LC miss"
"4298","pretty intense"
"4299","inside trapped"
"4300","soooo mad"
"4301","quality bad"
"4302","eyed monster"
"4303","plane crashed"
"4304","super depressed"
"4305","Mine broke"
"4306","Very scary"
"4307","fa emergency"
"4308","spending hate"
"4309","presu dead"
"4310","Utterly disappointed"
"4311","o stealing"
"4312"," panic"
"4313","probably fail"
"4314","breaky achey"
"4315","Its weird"
"4316","rain damn"
"4317","face swollen"
"4318","loads shit"
"4319","Very annoyed"
"4320","knuckles hurt"
"4321","release limited"
"4322","hole shit"
"4323","kar bad"
"4324","literally dripping"
"4325","shit hole"
"4326","heart break"
"4327","allergies damn"
"4328"," sad"
"4329","doing bothered"
"4330","2 bad"
"4331","quite shocked"
"4332","weep weep"
"4333","asleeep fall"
"4334","Gunna miss"
"4335","wiggity wack"
"4336","pretty crap"
"4337","cough horrible"
"4338","shots allergy"
"4339","That hurts"
"4340","fishy poor"
"4341","Iran protests"
"4342","thunder scary"
"4343","Brain hurts"
"4344","totally unprepared"
"4345","co crashes"
"4346","Lunch break"
"4347","quite upsetting"
"4348","drive died"
"4349"," expensive"
"4350","hands smell"
"4351","real sick"
"4352","cutting regret"
"4353","death slow"
"4354","laying sick"
"4355","losing hate"
"4356","look terrible"
"4357","old boring"
"4358","experience painful"
"4359","toffee twisted"
"4360","weep weep"
"4361","prostate cancer"
"4362","slow death"
"4363","sinuses hurt"
"4364","biggest fears"
"4365","worst fears"
"4366","fears worst"
"4367","nu wrong"
"4368","That ruins"
"4369","blood stains"
"4370","hunny sorry"
"4371","lack severe"
"4372"," hates"
"4373","serious dead"
"4374"," problems"
"4375","realy bad"
"4376","severe lack"
"4377","Its horrible"
"4378"," sick"
"4379","labor hard"
"4380","old poor"
"4381","Very unhappy"
"4382","dearly missed"
"4383","It stinks"
"4384","te tantrum"
"4385","tantru temper"
"4386","soo hurt"
"4387","killing fucking"
"4388","highly upset"
"4389","Canucks lost"
"4390"," dangerous"
"4391","jon poor"
"4392","He hates"
"4393","weird noise"
"4394","noise weird"
"4395","kidneys hurt"
"4396","speed limit"
"4397","hunger pains"
"4398","hits smash"
"4399","ship slave"
"4400","s break"
"4401","sooooo sore"
"4402","hair smells"
"4403","huge blister"
"4404","Another gloomy"
"4405"," worst"
"4406","boyle lost"
"4407","Felt bad"
"4408","Pretty sad"
"4409"," broke"
"4410","nothing bored"
"4411","Kinda upset"
"4412","pretty depressing"
"4413","ar broken"
"4414","e miss"
"4415","colds suck"
"4416","wanna kill"
"4417","twice crashed"
"4418"," funky"
"4419","God forbid"
"4420","weather dreary"
"4421","network problems"
"4422","liver failure"
"4423","nearly dead"
"4424","Ani cruelty"
"4425","sorta sad"
"4426","alar smoke"
"4427","thee miss"
"4428","everybody miss"
"4429","Wats wrong"
"4430","hi kill"
"4431","tooth sore"
"4432","total waste"
"4433","clicking noise"
"4434","pilot dies"
"4435","Jet lag"
"4436","yourself kill"
"4437","w wrong"
"4438"," sore"
"4439","sheer exhaustion"
"4440","stop itching"
"4441","Mission failed"
"4442","grove shady"
"4443","tastes horrible"
"4444","us killing"
"4445","cha torture"
"4446","basij dies"
"4447","genuine threat"
"4448","aweso freaking"
"4449","i scared"
"4450","super disappointed"
"4451","Magic lost"
"4452","Everyone hates"
"4453","totally shocked"
"4454","braces hurt"
"4455","grand died"
"4456","tired ridiculously"
"4457","hella expensive"
"4458","rove missed"
"4459","hearing hate"
"4460","daddy poor"
"4461","nose bleeds"
"4462"," horrible"
"4463","weather bloody"
"4464","ridiculously tired"
"4465","tired unbelievably"
"4466","wanna fall"
"4467","Soooooooo tired"
"4468","gently strike"
"4469","outside gross"
"4470","detector smoke"
"4471","Today sucked"
"4472","but sadly"
"4473","hardware failure"
"4474","accessing problems"
"4475","jetlag hate"
"4476","father died"
"4477","pleaded guilty"
"4478","pure torture"
"4479","Sounds painful"
"4480","unbelievably tired"
"4481","splittin headache"
"4482","earthquakes hate"
"4483","clinic emergency"
"4484"," lacking"
"4485","road kill"
"4486","Theatre burning"
"4487","and tired"
"4488","soo annoying"
"4489","bored freaking"
"4490","probably cry"
"4491","super upset"
"4492","physical pain"
"4493","designed poorly"
"4494"," hate"
"4495","i ugh"
"4496","knee swollen"
"4497","ar sore"
"4498","accounts fake"
"4499","dear poor"
"4500","Cancer sucks"
"4501","hour freak"
"4502","real sad"
"4503","wet cold"
"4504","tht sucks"
"4505"," disappointment"
"4506","freaking bored"
"4507","touch lost"
"4508","reason stupid"
"4509","lakers lost"
"4510","Tough break"
"4511","lad poor"
"4512","bin trash"
"4513","total idiot"
"4514","whine whine"
"4515","co ruined"
"4516","Very hard"
"4517","baby fussy"
"4518","shifts suck"
"4519","head explode"
"4520","whine whine"
"4521"," break"
"4522","Woke headache"
"4523","car damn"
"4524"," uncomfortable"
"4525","gona fail"
"4526","gu sore"
"4527","apart fallen"
"4528","bug sickness"
"4529"," miss"
"4530","sickness bug"
"4531","personal attacks"
"4532","roo messy"
"4533","ankles hurt"
"4534","Alex miss"
"4535","sooo scared"
"4536","quiet awfully"
"4537","seriously suck"
"4538"," tired"
"4539"," stupid"
"4540","a ridiculous"
"4541","abt worried"
"4542","headache tension"
"4543","da hell"
"4544","obese morbidly"
"4545"," obese"
"4546","whats worse"
"4547","annoying bloody"
"4548","zone dead"
"4549","keeps stealing"
"4550","shaped oddly"
"4551","Fire alarm"
"4552","Already miss"
"4553","youuuuuuu miss"
"4554"," ugh"
"4555","breathing problems"
"4556","tension headache"
"4557","hands shaky"
"4558","bloody annoying"
"4559","scary noises"
"4560","noises scary"
"4561","funny joke"
"4562","balls suck"
"4563","keeping trouble"
"4564","plu sour"
"4565","early damn"
"4566","co failed"
"4567","ani cruelty"
"4568","feelings hurt"
"4569","watering hole"
"4570","weekend worst"
"4571","suck balls"
"4572","busy insanely"
"4573","god damned"
"4574","thunderstor severe"
"4575","His poor"
"4576","Susan poor"
"4577","cough damn"
"4578","Exa suck"
"4579","their lose"
"4580","SOOO bad"
"4581","outside stuck"
"4582","III sucked"
"4583","ti bad"
"4584","forever lost"
"4585","Awwwww poor"
"4586","break smoke"
"4587","s break"
"4588","wanna smoke"
"4589","retinal atrophy"
"4590"," tout"
"4591","So idiot"
"4592","teeth hurts"
"4593"," headache"
"4594","nails fake"
"4595","screen kill"
"4596","bros smash"
"4597","sto cramp"
"4598","internet sucks"
"4599","weather terrible"
"4600","Sharks lost"
"4601","retartded retards"
"4602","awwthat sucks"
"4603","asses dumb"
"4604","RIP sad"
"4605","I allergic"
"4606","lips hurt"
"4607","nearly died"
"4608","foreign object"
"4609","constantly crashing"
"4610","Too dark"
"4611","blubbering mess"
"4612","flu virus"
"4613","acting funky"
"4614","went crazy"
"4615"," slowly"
"4616","soo mad"
"4617","thoughts intrusive"
"4618","Theatre burned"
"4619","stupid fucking"
"4620","Effing awful"
"4621","Evil evil"
"4622","sto stupid"
"4623","tech difficulties"
"4624","Failing miserably"
"4625","School sucks"
"4626","SO boring"
"4627","Extre tired"
"4628","bones hurt"
"4629","How unfortunate"
"4630"," failed"
"4631"," issue"
"4632","profusely bleeding"
"4633","hip injury"
"4634","nick poor"
